path,Body_part,abnormality,bodypart_abnormality
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1129.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_113.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1130.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1131.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1132.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1133.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1134.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1135.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1136.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1137.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1138.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1139.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_114.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1140.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1141.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1142.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1143.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1146.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1147.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1148.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1149.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_115.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1150.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1151.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1152.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1153.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1155.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1156.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1157.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1158.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1159.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_116.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1160.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1161.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1162.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1163.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1164.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1165.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1166.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1167.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1169.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_117.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1170.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1171.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1172.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1173.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1174.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1176.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1177.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1178.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1179.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_118.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1180.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1182.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1183.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1184.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1185.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1186.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1187.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1190.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1191.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1192.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1193.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1194.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1196.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1198.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1199.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_12.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_120.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1200.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1201.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1202.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1203.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1204.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1205.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1207.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1209.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_121.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1210.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1212.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1214.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1215.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1216.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1217.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1218.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1219.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_122.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1221.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1222.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1223.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1225.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1226.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1228.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_123.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1230.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1231.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1232.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1233.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1234.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1235.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1236.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1237.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1238.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1239.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_124.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1240.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1242.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1243.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1244.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1245.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1247.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1248.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1249.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_125.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1250.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1252.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1253.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1254.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1255.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1256.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1257.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1258.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_126.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1260.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1261.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1262.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1263.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1264.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1265.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1268.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1269.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_127.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1270.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1271.png,Abnormal,ELBOW,abnormal_elbow
multiclass_train/Abnormal-ELBOW/abnormal_elbow_1272.png,Abnormal,ELBOW,abnormal_elbow
