dim_order_id,dim_order_date_id,dim_ship_date_id,dim_ship_mode_id,dim_customer_id,dim_product_id
CA-2016-109806,20160917,20160922,SC02,JS-15685,OFF-PA-10000304
CA-2015-149587,20150131,20150205,SC01,KB-16315,OFF-PA-10003177
CA-2015-149587,20150131,20150205,SC01,KB-16315,FUR-FU-10003799
CA-2015-149587,20150131,20150205,SC01,KB-16315,OFF-BI-10002852
US-2017-109484,20171106,20171112,SC02,RB-19705,OFF-BI-10004738
CA-2017-161018,20171109,20171111,SC01,PN-18775,FUR-FU-10000629
CA-2017-157833,20170617,20170620,FC01,KD-16345,OFF-BI-10001721
CA-2016-149223,20160906,20160911,SC02,ER-13855,OFF-AP-10000358
CA-2016-158568,20160829,20160902,SC02,RB-19465,OFF-PA-10003256
CA-2016-158568,20160829,20160902,SC02,RB-19465,TEC-AC-10001767
CA-2016-158568,20160829,20160902,SC02,RB-19465,OFF-BI-10002609
CA-2016-129903,20161201,20161204,SC01,GZ-14470,OFF-PA-10004040
US-2015-156867,20151113,20151117,SC02,LC-16870,TEC-AC-10001552
US-2015-156867,20151113,20151117,SC02,LC-16870,FUR-FU-10004006
US-2015-156867,20151113,20151117,SC02,LC-16870,OFF-BI-10002794
CA-2017-119004,20171123,20171128,SC02,JM-15250,TEC-AC-10003499
CA-2017-119004,20171123,20171128,SC02,JM-15250,TEC-PH-10002844
CA-2017-119004,20171123,20171128,SC02,JM-15250,OFF-AR-10000390
CA-2015-129476,20151015,20151020,SC02,PA-19060,TEC-AC-10000844
CA-2017-146780,20171225,20171230,SC02,CV-12805,FUR-FU-10001934
CA-2016-128867,20161103,20161110,SC02,CL-12565,OFF-AR-10000380
CA-2016-128867,20161103,20161110,SC02,CL-12565,OFF-BI-10003981
CA-2014-115259,20140825,20140827,SC01,RC-19960,OFF-FA-10000621
CA-2014-115259,20140825,20140827,SC01,RC-19960,OFF-EN-10002600
CA-2014-115259,20140825,20140827,SC01,RC-19960,OFF-PA-10004965
CA-2014-115259,20140825,20140827,SC01,RC-19960,OFF-EN-10002504
CA-2015-110457,20150302,20150306,SC02,DK-13090,FUR-TA-10001768
US-2015-136476,20150405,20150410,SC02,GG-14650,OFF-BI-10003650
CA-2016-103730,20160612,20160615,FC01,SC-20725,FUR-FU-10002157
CA-2016-103730,20160612,20160615,FC01,SC-20725,OFF-BI-10003910
CA-2016-103730,20160612,20160615,FC01,SC-20725,OFF-ST-10000777
CA-2016-103730,20160612,20160615,FC01,SC-20725,OFF-EN-10002500
CA-2016-103730,20160612,20160615,FC01,SC-20725,TEC-PH-10003875
US-2014-152030,20141226,20141228,SC01,AD-10180,FUR-CH-10004063
US-2014-134614,20140920,20140925,SC02,PF-19165,FUR-TA-10004534
US-2017-107272,20171105,20171112,SC02,TS-21610,OFF-BI-10003274
US-2017-107272,20171105,20171112,SC02,TS-21610,OFF-ST-10002974
US-2016-125969,20161106,20161110,SC01,LS-16975,FUR-CH-10001146
US-2016-125969,20161106,20161110,SC01,LS-16975,FUR-FU-10003773
US-2017-164147,20170202,20170205,FC01,DW-13585,TEC-PH-10002293
US-2017-164147,20170202,20170205,FC01,DW-13585,OFF-PA-10002377
US-2017-164147,20170202,20170205,FC01,DW-13585,OFF-FA-10002780
CA-2016-145583,20161013,20161019,SC02,LC-16885,OFF-PA-10001804
CA-2016-145583,20161013,20161019,SC02,LC-16885,OFF-PA-10001736
CA-2016-145583,20161013,20161019,SC02,LC-16885,OFF-AR-10001149
CA-2016-145583,20161013,20161019,SC02,LC-16885,OFF-FA-10002988
CA-2016-145583,20161013,20161019,SC02,LC-16885,OFF-BI-10004781
CA-2016-145583,20161013,20161019,SC02,LC-16885,OFF-SU-10001218
CA-2016-145583,20161013,20161019,SC02,LC-16885,FUR-FU-10001706
CA-2016-110366,20160905,20160907,SC01,JD-15895,FUR-FU-10004848
CA-2017-106180,20170918,20170923,SC02,SH-19975,OFF-AR-10000940
CA-2017-106180,20170918,20170923,SC02,SH-19975,OFF-EN-10004030
CA-2017-106180,20170918,20170923,SC02,SH-19975,OFF-PA-10004327
CA-2017-155376,20171222,20171227,SC02,SG-20080,OFF-AP-10001058
CA-2015-110744,20150907,20150912,SC02,HA-14920,OFF-ST-10003656
CA-2014-110072,20141022,20141028,SC02,MG-17680,FUR-FU-10000521
CA-2016-114489,20161205,20161209,SC02,JE-16165,TEC-PH-10000215
CA-2016-114489,20161205,20161209,SC02,JE-16165,TEC-PH-10001448
CA-2016-114489,20161205,20161209,SC02,JE-16165,FUR-CH-10000454
CA-2016-114489,20161205,20161209,SC02,JE-16165,OFF-BI-10002735
CA-2016-158834,20160313,20160316,FC01,TW-21025,OFF-AP-10000326
CA-2016-158834,20160313,20160316,FC01,TW-21025,TEC-PH-10001254
CA-2015-124919,20150531,20150602,FC01,SP-20650,OFF-PA-10001950
CA-2015-124919,20150531,20150602,FC01,SP-20650,OFF-PA-10002254
CA-2015-124919,20150531,20150602,FC01,SP-20650,OFF-ST-10001590
CA-2015-118948,20150528,20150603,SC02,NK-18490,OFF-AR-10001547
CA-2014-104269,20140301,20140306,SC01,DB-13060,FUR-CH-10004063
CA-2016-114104,20161120,20161124,SC02,NP-18670,OFF-LA-10002475
CA-2016-114104,20161120,20161124,SC02,NP-18670,TEC-PH-10004536
CA-2016-162733,20160511,20160512,FC01,TT-21070,OFF-PA-10002751
CA-2015-119697,20151228,20151231,SC01,EM-13960,TEC-AC-10003657
CA-2016-154508,20161116,20161120,SC02,RD-19900,OFF-EN-10001990
CA-2016-113817,20161107,20161111,SC02,MJ-17740,OFF-BI-10004002
CA-2014-139892,20140908,20140912,SC02,BM-11140,OFF-AR-10004441
CA-2014-139892,20140908,20140912,SC02,BM-11140,TEC-MA-10000822
CA-2014-139892,20140908,20140912,SC02,BM-11140,OFF-ST-10000991
CA-2014-139892,20140908,20140912,SC02,BM-11140,FUR-CH-10004287
CA-2014-139892,20140908,20140912,SC02,BM-11140,OFF-AR-10002656
CA-2014-139892,20140908,20140912,SC02,BM-11140,OFF-AP-10002518
CA-2014-139892,20140908,20140912,SC02,BM-11140,TEC-PH-10003931
CA-2014-118962,20140805,20140809,SC02,CS-12130,OFF-PA-10000659
CA-2014-118962,20140805,20140809,SC02,CS-12130,OFF-PA-10001144
CA-2014-118962,20140805,20140809,SC02,CS-12130,FUR-CH-10003817
US-2014-100853,20140914,20140919,SC02,JB-15400,OFF-AP-10000891
US-2014-100853,20140914,20140919,SC02,JB-15400,OFF-LA-10003148
US-2017-152366,20170421,20170425,SC01,SJ-20500,OFF-AP-10002684
US-2015-101511,20151121,20151123,SC01,JE-15745,FUR-CH-10004698
US-2015-101511,20151121,20151123,SC01,JE-15745,OFF-SU-10002189
CA-2015-137225,20151215,20151219,SC02,JK-15640,OFF-AR-10001940
CA-2014-166191,20141205,20141209,SC01,DK-13150,OFF-ST-10003455
CA-2014-166191,20141205,20141209,SC01,DK-13150,TEC-AC-10004659
CA-2014-158274,20141119,20141124,SC01,RM-19675,TEC-PH-10003273
CA-2014-158274,20141119,20141124,SC01,RM-19675,TEC-PH-10004896
CA-2014-158274,20141119,20141124,SC01,RM-19675,TEC-AC-10002345
CA-2016-105018,20161128,20161202,SC02,SK-19990,OFF-BI-10001890
CA-2014-123260,20140826,20140830,SC02,FM-14290,TEC-AC-10002323
CA-2016-157000,20160716,20160722,SC02,AM-10360,OFF-ST-10001328
CA-2016-157000,20160716,20160722,SC02,AM-10360,OFF-PA-10001950
CA-2015-102281,20151012,20151014,FC01,MP-17470,FUR-BO-10002613
CA-2015-102281,20151012,20151014,FC01,MP-17470,TEC-PH-10001552
CA-2015-102281,20151012,20151014,FC01,MP-17470,OFF-PA-10000061
CA-2015-102281,20151012,20151014,FC01,MP-17470,FUR-BO-10002545
CA-2015-102281,20151012,20151014,FC01,MP-17470,OFF-AR-10003514
CA-2015-131457,20151031,20151106,SC02,MZ-17515,OFF-EN-10001509
CA-2014-140004,20140321,20140325,SC02,CB-12025,OFF-AR-10004685
CA-2014-140004,20140321,20140325,SC02,CB-12025,OFF-AR-10004027
CA-2017-107720,20171106,20171113,SC02,VM-21685,OFF-ST-10001414
US-2017-124303,20170706,20170713,SC02,FH-14365,OFF-BI-10000343
US-2017-124303,20170706,20170713,SC02,FH-14365,OFF-PA-10002749
CA-2017-105074,20170624,20170629,SC02,MB-17305,OFF-PA-10002666
CA-2014-133690,20140803,20140805,FC01,BS-11755,FUR-TA-10004289
CA-2014-133690,20140803,20140805,FC01,BS-11755,OFF-AP-10003622
US-2017-116701,20171217,20171221,SC01,LC-17140,OFF-AP-10003217
CA-2017-126382,20170603,20170607,SC02,HK-14890,FUR-FU-10002960
CA-2017-108329,20171209,20171214,SC02,LE-16810,TEC-PH-10001918
CA-2017-135860,20171201,20171207,SC02,JH-15985,OFF-ST-10000642
CA-2017-135860,20171201,20171207,SC02,JH-15985,TEC-PH-10001700
CA-2017-135860,20171201,20171207,SC02,JH-15985,OFF-BI-10003274
CA-2017-135860,20171201,20171207,SC02,JH-15985,OFF-FA-10000134
CA-2017-135860,20171201,20171207,SC02,JH-15985,OFF-ST-10001522
CA-2015-101007,20150209,20150213,SC01,MS-17980,TEC-AC-10001266
CA-2015-146262,20150102,20150109,SC02,VW-21775,OFF-LA-10004544
CA-2015-146262,20150102,20150109,SC02,VW-21775,FUR-BO-10004695
CA-2015-146262,20150102,20150109,SC02,VW-21775,TEC-PH-10002844
CA-2015-146262,20150102,20150109,SC02,VW-21775,TEC-MA-10000864
CA-2015-146262,20150102,20150109,SC02,VW-21775,TEC-AC-10000109
CA-2016-130162,20161028,20161101,SC02,JH-15910,OFF-ST-10001328
CA-2016-130162,20161028,20161101,SC02,JH-15910,TEC-PH-10002563
CA-2015-169397,20151224,20151227,FC01,JB-15925,OFF-FA-10000585
CA-2015-169397,20151224,20151227,FC01,JB-15925,OFF-PA-10004000
CA-2015-169397,20151224,20151227,FC01,JB-15925,OFF-BI-10002852
CA-2015-169397,20151224,20151227,FC01,JB-15925,FUR-FU-10000087
CA-2015-169397,20151224,20151227,FC01,JB-15925,TEC-MA-10001148
CA-2015-169397,20151224,20151227,FC01,JB-15925,OFF-AR-10001958
CA-2015-163055,20150809,20150816,SC02,DS-13180,OFF-AR-10001026
CA-2015-163055,20150809,20150816,SC02,DS-13180,FUR-TA-10003748
CA-2015-163055,20150809,20150816,SC02,DS-13180,OFF-ST-10002485
US-2015-145436,20150228,20150304,SC02,VD-21670,FUR-CH-10004860
US-2015-145436,20150228,20150304,SC02,VD-21670,FUR-CH-10004477
US-2014-156216,20140913,20140917,SC02,EA-14035,OFF-BI-10001679
US-2017-100930,20170407,20170412,SC02,CS-12400,FUR-TA-10001705
US-2017-100930,20170407,20170412,SC02,CS-12400,FUR-TA-10003473
US-2017-100930,20170407,20170412,SC02,CS-12400,OFF-BI-10001679
US-2017-100930,20170407,20170412,SC02,CS-12400,FUR-FU-10004017
US-2017-100930,20170407,20170412,SC02,CS-12400,TEC-AC-10003832
CA-2017-160514,20171112,20171116,SC02,DB-13120,OFF-PA-10002479
CA-2016-157749,20160604,20160609,SC01,KL-16645,OFF-PA-10003349
CA-2016-157749,20160604,20160609,SC01,KL-16645,FUR-FU-10000576
CA-2016-157749,20160604,20160609,SC01,KL-16645,FUR-FU-10004351
CA-2016-157749,20160604,20160609,SC01,KL-16645,TEC-PH-10000011
CA-2016-157749,20160604,20160609,SC01,KL-16645,FUR-TA-10002607
CA-2016-157749,20160604,20160609,SC01,KL-16645,FUR-FU-10002505
CA-2016-157749,20160604,20160609,SC01,KL-16645,OFF-AR-10004685
CA-2014-131926,20140601,20140606,SC01,DW-13480,FUR-CH-10004063
CA-2014-131926,20140601,20140606,SC01,DW-13480,OFF-ST-10002276
CA-2014-131926,20140601,20140606,SC01,DW-13480,OFF-PA-10004082
CA-2014-131926,20140601,20140606,SC01,DW-13480,OFF-AP-10002945
CA-2014-131926,20140601,20140606,SC01,DW-13480,OFF-PA-10000061
CA-2016-154739,20161210,20161215,SC01,LH-17155,FUR-CH-10002965
CA-2016-145625,20160911,20160917,SC02,KC-16540,OFF-PA-10004569
CA-2016-145625,20160911,20160917,SC02,KC-16540,TEC-AC-10003832
CA-2016-146941,20161210,20161213,FC01,DL-13315,OFF-ST-10001228
CA-2016-146941,20161210,20161213,FC01,DL-13315,OFF-EN-10003296
US-2015-159982,20151128,20151204,SC02,DR-12880,FUR-FU-10002505
US-2015-159982,20151128,20151204,SC02,DR-12880,OFF-ST-10004804
US-2015-159982,20151128,20151204,SC02,DR-12880,OFF-ST-10001590
US-2015-159982,20151128,20151204,SC02,DR-12880,TEC-PH-10001580
CA-2017-163139,20171201,20171203,SC01,CC-12670,TEC-AC-10000290
CA-2017-163139,20171201,20171203,SC01,CC-12670,OFF-ST-10002790
CA-2017-163139,20171201,20171203,SC01,CC-12670,OFF-BI-10003460
US-2017-155299,20170608,20170612,SC02,Dl-13600,OFF-AP-10002203
US-2014-106992,20140919,20140921,SC01,SB-20290,TEC-MA-10000822
US-2014-106992,20140919,20140921,SC01,SB-20290,TEC-MA-10003353
CA-2016-125318,20160606,20160613,SC02,RC-19825,TEC-PH-10001433
CA-2015-155040,20151110,20151115,SC02,AH-10210,TEC-AC-10004469
CA-2017-136826,20170616,20170620,SC02,CB-12535,OFF-AR-10003602
CA-2016-111010,20160122,20160128,SC02,PG-18895,OFF-FA-10003472
US-2017-145366,20171209,20171213,SC02,CA-12310,OFF-ST-10004180
US-2017-145366,20171209,20171213,SC02,CA-12310,OFF-EN-10004386
CA-2017-163979,20171228,20180102,SC01,KH-16690,OFF-ST-10003208
CA-2015-155334,20150730,20150731,FC01,HA-14920,TEC-AC-10003628
CA-2015-155334,20150730,20150731,FC01,HA-14920,FUR-FU-10003274
CA-2015-155334,20150730,20150731,FC01,HA-14920,OFF-BI-10002557
CA-2017-118136,20170916,20170917,FC01,BB-10990,OFF-PA-10002615
CA-2017-118136,20170916,20170917,FC01,BB-10990,OFF-AR-10001427
CA-2017-132976,20171013,20171017,SC02,AG-10495,OFF-PA-10000673
CA-2017-132976,20171013,20171017,SC02,AG-10495,OFF-PA-10004470
CA-2017-132976,20171013,20171017,SC02,AG-10495,OFF-ST-10000876
CA-2017-132976,20171013,20171017,SC02,AG-10495,OFF-LA-10002043
US-2015-161991,20150926,20150928,SC01,SC-20725,OFF-BI-10004967
US-2015-161991,20150926,20150928,SC01,SC-20725,TEC-PH-10001760
CA-2015-130890,20151102,20151106,SC02,JO-15280,FUR-TA-10002903
CA-2015-130883,20150926,20151002,SC02,TB-21520,OFF-PA-10000474
CA-2015-130883,20150926,20151002,SC02,TB-21520,TEC-AC-10001956
CA-2015-130883,20150926,20151002,SC02,TB-21520,OFF-PA-10004100
CA-2016-112697,20161218,20161220,SC01,AH-10195,OFF-BI-10000778
CA-2016-112697,20161218,20161220,SC01,AH-10195,OFF-AP-10002684
CA-2016-112697,20161218,20161220,SC01,AH-10195,OFF-SU-10000646
CA-2016-110772,20161120,20161124,SC01,NZ-18565,OFF-FA-10002983
CA-2016-110772,20161120,20161124,SC01,NZ-18565,OFF-LA-10004689
CA-2016-110772,20161120,20161124,SC01,NZ-18565,TEC-AC-10002001
CA-2016-110772,20161120,20161124,SC01,NZ-18565,FUR-BO-10004709
CA-2014-111451,20141226,20141228,FC01,KL-16555,FUR-FU-10004091
CA-2014-111451,20141226,20141228,FC01,KL-16555,FUR-CH-10001891
CA-2014-111451,20141226,20141228,FC01,KL-16555,FUR-FU-10002918
CA-2014-111451,20141226,20141228,FC01,KL-16555,OFF-BI-10004593
CA-2014-111451,20141226,20141228,FC01,KL-16555,OFF-FA-10004854
CA-2016-142545,20161028,20161103,SC02,JD-15895,OFF-PA-10002105
CA-2016-142545,20161028,20161103,SC02,JD-15895,OFF-ST-10002756
CA-2016-142545,20161028,20161103,SC02,JD-15895,OFF-PA-10004243
CA-2016-142545,20161028,20161103,SC02,JD-15895,FUR-FU-10001861
CA-2016-142545,20161028,20161103,SC02,JD-15895,OFF-BI-10002706
US-2017-152380,20171119,20171123,SC02,JH-15910,FUR-TA-10002533
CA-2015-144253,20150504,20150509,SC01,AS-10225,FUR-FU-10002671
CA-2014-130960,20141230,20150104,SC02,KB-16600,OFF-AR-10003651
CA-2014-111003,20140601,20140606,SC02,CR-12625,OFF-BI-10001072
CA-2014-111003,20140601,20140606,SC02,CR-12625,OFF-AR-10002135
CA-2017-126774,20170415,20170417,FC01,SH-20395,OFF-AR-10002804
CA-2016-142902,20160912,20160914,SC01,BP-11185,FUR-FU-10001918
CA-2016-142902,20160912,20160914,SC01,BP-11185,FUR-CH-10004086
CA-2016-142902,20160912,20160914,SC01,BP-11185,FUR-FU-10001756
CA-2016-142902,20160912,20160914,SC01,BP-11185,OFF-LA-10000634
CA-2014-120887,20140927,20141003,SC02,TS-21205,FUR-FU-10001588
CA-2014-167850,20140809,20140816,SC02,AG-10525,TEC-PH-10002398
CA-2014-167850,20140809,20140816,SC02,AG-10525,OFF-PA-10001937
CA-2014-164259,20141228,20141230,FC01,SP-20860,OFF-AR-10003373
CA-2014-164973,20141104,20141109,SC02,NM-18445,FUR-CH-10002602
CA-2014-164973,20141104,20141109,SC02,NM-18445,TEC-MA-10002927
CA-2014-164973,20141104,20141109,SC02,NM-18445,TEC-PH-10004093
CA-2014-164973,20141104,20141109,SC02,NM-18445,TEC-AC-10000892
CA-2014-164973,20141104,20141109,SC02,NM-18445,OFF-ST-10002974
CA-2014-156601,20140919,20140924,SC02,FA-14230,OFF-FA-10000624
CA-2016-162138,20160423,20160427,SC02,GK-14620,OFF-BI-10004593
CA-2016-162138,20160423,20160427,SC02,GK-14620,TEC-AC-10001908
CA-2017-153339,20171103,20171105,SC01,DJ-13510,FUR-FU-10001967
US-2016-141544,20160830,20160901,FC01,PO-18850,TEC-PH-10003645
US-2016-141544,20160830,20160901,FC01,PO-18850,OFF-ST-10000675
US-2016-141544,20160830,20160901,FC01,PO-18850,FUR-CH-10003312
US-2016-141544,20160830,20160901,FC01,PO-18850,OFF-LA-10001074
US-2016-141544,20160830,20160901,FC01,PO-18850,OFF-BI-10001524
US-2016-150147,20160425,20160429,SC01,JL-15850,TEC-PH-10004614
US-2016-150147,20160425,20160429,SC01,JL-15850,OFF-BI-10001153
US-2016-150147,20160425,20160429,SC01,JL-15850,OFF-BI-10001982
CA-2015-137946,20150901,20150904,SC01,DB-13615,OFF-BI-10001922
CA-2015-137946,20150901,20150904,SC01,DB-13615,TEC-CO-10001449
CA-2015-137946,20150901,20150904,SC01,DB-13615,OFF-BI-10004140
CA-2014-129924,20140712,20140717,SC02,AC-10420,OFF-BI-10003314
CA-2014-129924,20140712,20140717,SC02,AC-10420,FUR-TA-10004575
CA-2015-128167,20150622,20150626,SC01,KL-16645,OFF-FA-10000490
CA-2014-122336,20140413,20140417,SC01,JD-15895,OFF-AR-10000122
CA-2014-122336,20140413,20140417,SC01,JD-15895,OFF-BI-10003656
CA-2014-122336,20140413,20140417,SC01,JD-15895,OFF-FA-10002780
CA-2014-122336,20140413,20140417,SC01,JD-15895,TEC-PH-10000702
US-2015-120712,20151220,20151224,SC02,CS-12130,OFF-ST-10000107
CA-2017-169901,20170615,20170619,SC02,CC-12550,TEC-PH-10002293
CA-2017-134306,20170708,20170712,SC02,TD-20995,OFF-AR-10004027
CA-2017-134306,20170708,20170712,SC02,TD-20995,OFF-PA-10000249
CA-2017-134306,20170708,20170712,SC02,TD-20995,OFF-AR-10001374
CA-2016-129714,20160901,20160903,FC01,AB-10060,TEC-AC-10000290
CA-2016-129714,20160901,20160903,FC01,AB-10060,OFF-PA-10001970
CA-2016-129714,20160901,20160903,FC01,AB-10060,OFF-BI-10002160
CA-2016-129714,20160901,20160903,FC01,AB-10060,OFF-BI-10004995
CA-2016-138520,20160408,20160413,SC02,JL-15505,FUR-BO-10002268
CA-2016-138520,20160408,20160413,SC02,JL-15505,OFF-EN-10001137
CA-2016-138520,20160408,20160413,SC02,JL-15505,OFF-AR-10002399
CA-2016-138520,20160408,20160413,SC02,JL-15505,OFF-PA-10002713
CA-2016-130001,20160423,20160428,SC02,HK-14890,OFF-PA-10002666
CA-2017-155698,20170308,20170311,FC01,VB-21745,OFF-AP-10001124
CA-2017-155698,20170308,20170311,FC01,VB-21745,OFF-LA-10001158
CA-2017-144904,20170925,20171001,SC02,KW-16435,OFF-LA-10001158
CA-2017-144904,20170925,20171001,SC02,KW-16435,FUR-CH-10000785
CA-2017-144904,20170925,20171001,SC02,KW-16435,OFF-AR-10003732
CA-2017-144904,20170925,20171001,SC02,KW-16435,FUR-FU-10000023
CA-2014-123344,20140924,20140929,SC02,JD-16060,OFF-ST-10001713
CA-2016-155516,20161021,20161021,SD01,MK-17905,OFF-BI-10002412
CA-2016-155516,20161021,20161021,SD01,MK-17905,OFF-SU-10001225
